names,NRIC,medications,item_code,time,quantity,Date
"Smith, Michael",S90075637D,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:30:00,200,10/14/20
"Cha, Rohan",S26190424Z,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:45:00,100,10/15/20
"Lee, Alma",S83740906C,Metformin_500mg,ITMN_6764XV, 13:00:00,50,10/15/20
"Shih, Huy",S88101920N,Metformin_500mg,ITMN_6764XV, 09:15:00,100,10/15/20
"Sengco, Kasinee",S68079657J,Metformin_500mg,ITMN_6764XV, 13:45:00,50,10/15/20
"Hosseini, Sheila",S89077691Z,Metformin_500mg,ITMN_6764XV, 10:00:00,50,10/15/20
"Quidachay, Christophel",S15512759P,Metformin_500mg,ITMN_6764XV, 13:30:00,100,10/15/20
"Lacsina, Kenneth",S02178924Q,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:30:00,50,10/16/20
"Somthaboun, Cuong",S38393991Q,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,100,10/16/20
"Yokota-Stroman, Shem",S94101346J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:30:00,50,10/17/20
"Niedringhaus, Coramarie",S22138831A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,50,10/19/20
"Modisette, Pornporm",S57191410O,Metformin_500mg,ITMN_6764XV, 16:00:00,200,10/21/20
"Moua, Jin",S24076605M,Metformin_500mg,ITMN_6764XV, 16:00:00,30,10/21/20
"Xiong, Joseph",S54634632B,Metformin_500mg,ITMN_6764XV, 16:45:00,200,10/21/20
"Parado Irby, Maiya",S17686397Z,Metformin_500mg,ITMN_6764XV, 13:45:00,200,10/22/20
"Xiong, Aiko",S84477347U,Metformin_500mg,ITMN_6764XV, 13:45:00,50,10/23/20
"Kim, Salome",S05685509L,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:15:00,200,10/23/20
"Klimek, Brandon",S90647021O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,30,10/24/20
"Olson, Kayleigh",S16221907A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:15:00,50,10/24/20
"Le, Lucy",S73774584Z,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:45:00,100,10/24/20
"Ramamurthi, Jadrian",S73720162X,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:45:00,200,10/24/20
"Klimek, Yantao",S29952778J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:00:00,200,10/25/20
"Klimek, Yantao",S29952778J,Metformin_850mg,ITMN_2578SY, 16:00:00,200,10/25/20
"Wada, Gregory",S26394094J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 10:45:00,200,10/26/20
"Thomson, Joshua",S32617669O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:00:00,40,10/26/20
"Lew, Katie",S00988551P,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,50,10/26/20
"Sabido, Matthew",S23758416W,Hydrochlorothiazide_25mg,ITMN_9512HZ, 10:45:00,200,9/27/20
"Vue, Amy",S75815787D,Hydrochlorothiazide_25mg,ITMN_9512HZ, 15:00:00,30,9/27/20
"Peavler, Yung",S85914509Y,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:30:00,40,9/28/20
"Char, Tylon",S30729062A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,40,9/28/20
"Dang, James",S88960172C,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:00:00,40,9/28/20
"Rupp, Bayasgalan",S03037783N,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:45:00,100,9/28/20
"Du, Joshua",S95374881J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:00:00,200,9/30/20
"Du, Joshua",S95374881J,Enalapril_5mg,ITMN_5938XO, 09:00:00,200,9/30/20
"Iantorno, Perdeep",S02627755Z,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:00:00,30,10/1/20
"Asher, John",S41716341K,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:15:00,200,10/1/20
"Liu, Sheila",S78423687Q,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:45:00,40,10/2/20
"Sena, Maya",S63907899Z,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,200,10/2/20
"Sena, Maya",S63907899Z,Enalapril_5mg,ITMN_5938XO, 11:45:00,200,10/2/20
"Fukui, Justin",S44975009L,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:15:00,30,10/2/20
"Guevara, Sheila",S67023637M,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:15:00,40,10/3/20
"Liu, Emily",S25115121H,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:30:00,30,10/3/20
"Yang, Madina",S50220708K,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,100,10/3/20
"Warner, Alex",S40809199E,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,100,10/4/20
"Reuell, Van",S19017193G,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:00:00,100,10/4/20
"Nunez, Marcus",S19420250E,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,200,10/5/20
"Emerson, Monica",S45557813B,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:00:00,50,10/5/20
"Liang, Caitlin",S78353435I,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:30:00,100,10/7/20
"Liang, Caitlin",S78353435I,Amlodipine_5mg,ITMN_4494JW, 13:30:00,100,10/7/20
"Liang, Caitlin",S78353435I,Metformin_850mg,ITMN_2578SY, 13:30:00,300,10/7/20
"Liang, Caitlin",S78353435I,Atenolol_50mg,ITMN_9395IN, 13:30:00,100,10/7/20
"Pham, Jason",S07156842R,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:30:00,30,10/7/20
"Pham, Tristian",S93169870C,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:00:00,50,10/8/20
"Qiang, Albert",S85747065J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,30,10/8/20
"Zulali, Joshua",S59147249G,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:15:00,200,10/8/20
"Soe, Alexandra",S50058581I,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:30:00,100,10/8/20
"Jordan, Lorraine",S64105777O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,100,10/9/20
"Jordan, Lorraine",S64105777O,Atenolol_50mg,ITMN_9395IN, 11:45:00,100,10/9/20
"Vellore, Roshan",S69804291X,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:00:00,30,10/10/20
"Jones, Phomy",S10731021U,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:45:00,40,10/10/20
"Jones, Phomy",S10731021U,Atenolol_50mg,ITMN_9395IN, 09:45:00,40,10/10/20
"Manibusan, Tiffany",S05018091K,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:00:00,50,10/11/20
"Fisher, Molly",S43472934F,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:45:00,40,10/11/20
"Vue, Edward",S24843830G,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:45:00,30,10/12/20
"Vue, Edward",S24843830G,Metformin_850mg,ITMN_2578SY, 12:45:00,30,10/12/20
"Le, Aleesha",S18628722X,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,30,10/12/20
"Su, Jhana",S66812524B,Metformin_500mg,ITMN_6764XV, 14:15:00,30,10/13/20
"Truong, Yantao",S82699245X,Metformin_500mg,ITMN_6764XV, 13:30:00,50,10/13/20
"Joshi, Christopher",S47854495G,Metformin_500mg,ITMN_6764XV, 16:30:00,30,10/14/20
"Chu, Yvonne",S12127790J,Metformin_500mg,ITMN_6764XV, 11:45:00,30,10/14/20
"Zaheer, Allana",S55045586A,Metformin_500mg,ITMN_6764XV, 12:30:00,100,10/15/20
"Vang, Maria",S05146853R,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,40,10/15/20
"Kennedy, Keliihoalani",S74710641I,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:30:00,30,10/15/20
"Pham, Loini",S59330416O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:45:00,30,10/15/20
"Ham, Laiba",S47720647E,Hydrochlorothiazide_25mg,ITMN_9512HZ, 12:30:00,200,10/16/20
"Tran, Mariko",S56853341G,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:00:00,30,10/16/20
"Tran, Mariko",S56853341G,Amlodipine_5mg,ITMN_9512HZ, 13:00:00,30,10/16/20
"Tran, Mariko",S56853341G,Metformin_850mg,ITMN_9512HZ, 13:00:00,30,10/16/20
"Tran, Mariko",S56853341G,Atenolol_50mg,ITMN_9512HZ, 13:00:00,30,10/16/20
"Lew, Jeffrey",S46602159A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,100,10/21/20
"Caballero, Andy",S55571874W,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,50,10/21/20
"Nguyen, Joewid",S05520271H,Hydrochlorothiazide_25mg,ITMN_9512HZ, 10:45:00,50,10/21/20
"Brock, Christopher",S50060591T,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:45:00,30,10/21/20
"Kim, Amber",S99559456G,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,30,10/22/20
"Nguyen, Serena",S64810411T,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:45:00,100,10/22/20
"Vue, Taku",S74425216A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,30,10/22/20
"Vue, Taku",S74425216A,Metformin_850mg,ITMN_2578SY, 09:30:00,30,10/22/20
"Lee, John",S17236341R,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:45:00,40,10/23/20
"Xiong, Joseph",S54634632B,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:00:00,40,10/24/20
"Le, Ethiyal Raj",S92175212H,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:00:00,200,10/24/20
"Sun, Amer",S48113797A,Hydrochlorothiazide_25mg,ITMN_9512HZ, 13:30:00,30,10/24/20
"Mungekar, Laird",S93892086O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:45:00,50,10/25/20
"Tran, Kylie Alexis",S99013320M,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:15:00,40,10/25/20
"Kha, Geniveve",S05744762B,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:00:00,40,10/25/20
"Im, Jyun Hee",S82239133N,Hydrochlorothiazide_25mg,ITMN_9512HZ, 16:30:00,30,10/25/20
"Pappas, Michelle",S49647931E,Hydrochlorothiazide_25mg,ITMN_9512HZ, 10:30:00,100,10/25/20
"Rohilla, Khoa",S26750563M,Hydrochlorothiazide_25mg,ITMN_9512HZ, 11:15:00,30,10/25/20
"Kunugi, Dulguun",S55251598C,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:30:00,50,10/26/20
"Bui, Sarah",S54856270J,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:15:00,40,10/26/20
"So, Katherine",S24257537Z,Metformin_500mg,ITMN_6764XV, 13:30:00,40,9/27/20
"Ko, Elizabeth",S68270677M,Metformin_500mg,ITMN_6764XV, 11:30:00,40,9/27/20
"Cabael, Caitlyn",S05370282L,Metformin_500mg,ITMN_6764XV, 12:45:00,100,9/27/20
"Rosa, Kedar",S35209344Z,Metformin_500mg,ITMN_6764XV, 15:15:00,200,9/27/20
"Kim, Nicole",S55868323W,Metformin_500mg,ITMN_6764XV, 09:45:00,40,9/28/20
"Jenness, Brandon",S64637988M,Metformin_500mg,ITMN_6764XV, 09:30:00,200,9/28/20
"Fogg, Kelly",S33534686M,Metformin_500mg,ITMN_6764XV, 12:45:00,40,9/29/20
"Chen, Alyssa",S70527240G,Metformin_500mg,ITMN_6764XV, 13:45:00,200,9/29/20
"Tomas, Colin",S02705639H,Metformin_500mg,ITMN_6764XV, 13:15:00,40,9/30/20
"Dahal, Joshua",S97275219Z,Metformin_500mg,ITMN_6764XV, 16:15:00,30,10/1/20
"Chan, Aaren-Matthew",S64022263B,Metformin_500mg,ITMN_6764XV, 12:15:00,30,10/1/20
"Senethong, Lucas",S67078578C,Metformin_500mg,ITMN_6764XV, 11:30:00,100,10/3/20
"Le, Sara",S59310917Z,Metformin_500mg,ITMN_6764XV, 15:15:00,40,10/3/20
"Sanders, Jordyn",S28407415J,Metformin_500mg,ITMN_6764XV, 10:00:00,100,10/4/20
"Heneman, Sam",S92409162C,Metformin_500mg,ITMN_6764XV, 13:15:00,40,10/4/20
"Fazli, Macie",S25459850H,Metformin_500mg,ITMN_6764XV, 11:30:00,100,10/4/20
"Mckay, Suyin",S55690289K,Metformin_500mg,ITMN_6764XV, 14:15:00,100,10/4/20
"Yee, Simran",S40316325N,Metformin_500mg,ITMN_6764XV, 10:00:00,200,10/5/20
"Richy, Jehan",S19347333S,Metformin_500mg,ITMN_6764XV, 12:00:00,50,10/5/20
"Xiong, Joseph",S54634632B,Metformin_500mg,ITMN_6764XV, 10:00:00,30,10/5/20
"Nguyen, Whitni",S09933955I,Metformin_500mg,ITMN_6764XV, 14:00:00,200,10/6/20
"Ram, Cindy",S69973147C,Metformin_500mg,ITMN_6764XV, 12:15:00,100,10/6/20
"Lee, Joyce Ann",S78230630B,Amlodipine_5mg,ITMN_4494JW, 14:00:00,200,10/6/20
"Lee, Joyce Ann",S78230630B,Metformin_500mg,ITMN_6764XV, 14:00:00,600,10/6/20
"Lee, Joyce Ann",S78230630B,Atenolol_50mg,ITMN_9395IN, 14:00:00,200,10/6/20
"Lee, Joyce Ann",S78230630B,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:00:00,200,10/6/20
"Lee, Joyce Ann",S78230630B,Enalapril_5mg,ITMN_5938XO, 14:00:00,200,10/6/20
"Tran, Andrew",S45765035D,Metformin_500mg,ITMN_6764XV, 14:00:00,50,10/8/20
"Sabido, Matthew",S23758416W,Metformin_500mg,ITMN_6764XV, 10:15:00,100,10/11/20
"Goto, Dave",S19710471E,Metformin_500mg,ITMN_6764XV, 09:45:00,50,10/11/20
"Le, Foster",S77204779J,Metformin_500mg,ITMN_6764XV, 09:30:00,100,10/12/20
"Long, Yune",S51580442N,Metformin_500mg,ITMN_6764XV, 12:45:00,200,10/12/20
"Yan, Thaison",S18279543T,Metformin_500mg,ITMN_6764XV, 09:30:00,100,10/12/20
"Foor, Anthony",S30474596V,Metformin_500mg,ITMN_6764XV, 11:15:00,100,10/13/20
"Pham, Kacy",S79866939U,Metformin_500mg,ITMN_6764XV, 10:15:00,30,10/14/20
"Smoote'-Caesar, Alura",S16095811M,Metformin_500mg,ITMN_6764XV, 10:00:00,50,10/14/20
"Tan, Josiah",S59689999K,Metformin_500mg,ITMN_6764XV, 16:30:00,30,10/15/20
"Kalam, Menglan",S74964438A,Metformin_500mg,ITMN_6764XV, 15:45:00,100,10/15/20
"Larson, Andrew",S35741752D,Metformin_500mg,ITMN_6764XV, 15:15:00,40,10/15/20
"Yu, Tyler",S52447424X,Metformin_500mg,ITMN_6764XV, 09:15:00,30,10/15/20
"Axalan, Brianna",S40777644T,Metformin_500mg,ITMN_6764XV, 16:45:00,50,10/16/20
"Stahl, Daminh",S54571137W,Metformin_500mg,ITMN_6764XV, 09:15:00,200,10/16/20
"Nguyen, Bum Jin",S57955520U,Metformin_500mg,ITMN_6764XV, 12:45:00,100,10/16/20
"Holm, Derrick",S92885448Z,Metformin_500mg,ITMN_6764XV, 09:00:00,30,10/16/20
"Lee, Matthew",S74758431Q,Metformin_500mg,ITMN_6764XV, 15:30:00,40,10/17/20
"Chuong, Rajdeep",S89581726K,Metformin_500mg,ITMN_6764XV, 13:15:00,100,10/18/20
"Jennings, Jason",S41607522J,Metformin_500mg,ITMN_6764XV, 16:15:00,40,10/19/20
"Bottlemy, Christian",S57494992R,Metformin_500mg,ITMN_6764XV, 11:00:00,40,10/19/20
"Doan, Nartrina",S25232784B,Metformin_500mg,ITMN_6764XV, 12:45:00,100,10/19/20
"Song, Sweta",S79465491O,Amlodipine_5mg,ITMN_4494JW, 09:45:00,30,10/19/20
"Song, Sweta",S79465491O,Metformin_500mg,ITMN_6764XV, 09:45:00,30,10/19/20
"Song, Sweta",S79465491O,Atenolol_50mg,ITMN_9395IN, 09:45:00,30,10/19/20
"Song, Sweta",S79465491O,Hydrochlorothiazide_25mg,ITMN_9512HZ, 09:45:00,30,10/19/20
"Song, Sweta",S79465491O,Enalapril_5mg,ITMN_5938XO, 09:45:00,30,10/19/20
"Irineo, Sara",S13584126H,Metformin_500mg,ITMN_6764XV, 12:45:00,100,10/21/20
"Huck, Eunji",S75807840I,Metformin_500mg,ITMN_6764XV, 15:15:00,50,10/21/20
"Long, Amery",S75503063K,Metformin_500mg,ITMN_6764XV, 09:15:00,30,10/23/20
"Khatter, Andy",S52253589K,Metformin_500mg,ITMN_6764XV, 12:30:00,100,10/23/20
"Thach, Seung",S60348203N,Metformin_500mg,ITMN_6764XV, 09:45:00,40,10/23/20
"Liu, Oh",S41557568K,Metformin_500mg,ITMN_6764XV, 12:15:00,100,10/23/20
"Vargas, Christian",S00795838H,Metformin_500mg,ITMN_6764XV, 16:00:00,40,10/24/20
"Bernatsky, Emily",S28527278I,Metformin_500mg,ITMN_6764XV, 16:00:00,100,10/25/20
"Hallenbeck, Ethiyal Raj",S55881401K,Metformin_500mg,ITMN_6764XV, 09:15:00,200,10/25/20
"Battumur, Russell",S23331585P,Metformin_500mg,ITMN_6764XV, 09:15:00,50,10/25/20
"Clark, Ryan",S48225837I,Metformin_500mg,ITMN_6764XV, 12:30:00,50,10/25/20
"Lim, Alexandra",S68150466X,Metformin_500mg,ITMN_6764XV, 12:45:00,30,10/26/20
"Ditzler, Bailey",S72693109G,Metformin_500mg,ITMN_6764XV, 12:15:00,50,10/26/20
"Tran, Anchal",S68987971H,Metformin_500mg,ITMN_6764XV, 16:15:00,50,10/26/20
"Susarla, Erik",S62589576Q,Metformin_500mg,ITMN_6764XV, 14:45:00,200,9/27/20
"Duncan, Tony",S44958948Z,Metformin_500mg,ITMN_6764XV, 09:00:00,30,9/27/20
"Vang, Cole",S89278783P,Metformin_500mg,ITMN_6764XV, 12:00:00,30,9/27/20
"Vargas, Christian",S00795838H,Metformin_500mg,ITMN_6764XV, 14:45:00,30,9/29/20
"Kim, Jacqueline",S34082625K,Metformin_500mg,ITMN_6764XV, 09:45:00,50,9/30/20
"Phouminh, Xinyuan",S67597931D,Metformin_500mg,ITMN_6764XV, 11:00:00,200,9/30/20
"Liu, Phuong",S73127790K,Metformin_500mg,ITMN_6764XV, 10:15:00,100,10/1/20
"Dhakal, Alexandre",S01334576P,Metformin_500mg,ITMN_6764XV, 13:15:00,100,10/1/20
"Ng, De Ying",S88079288L,Metformin_500mg,ITMN_6764XV, 11:30:00,30,10/2/20
"Sin, Robyn",S64465852P,Metformin_500mg,ITMN_6764XV, 13:15:00,50,10/3/20
"Salle II, Daniel",S80112339F,Metformin_500mg,ITMN_6764XV, 13:00:00,50,10/3/20
"Ha, Rolf",S18211534O,Metformin_500mg,ITMN_6764XV, 10:15:00,100,10/3/20
"Tieu, Scott",S50640717H,Metformin_500mg,ITMN_6764XV, 16:15:00,200,10/3/20
"Cunningham, Aaron",S46094990M,Metformin_500mg,ITMN_6764XV, 13:45:00,200,10/4/20
"Raab, Selina",S08487270Z,Metformin_500mg,ITMN_6764XV, 11:45:00,40,10/4/20
"Puentes, Jeremy",S74674964Z,Metformin_500mg,ITMN_6764XV, 11:30:00,200,10/4/20
"Macdonald, Ariel",S65385705E,Amlodipine_5mg,ITMN_4494JW, 14:30:00,200,10/5/20
"Macdonald, Ariel",S65385705E,Metformin_850mg,ITMN_2578SY, 14:30:00,200,10/5/20
"Macdonald, Ariel",S65385705E,Atenolol_50mg,ITMN_9395IN, 14:30:00,200,10/5/20
"Macdonald, Ariel",S65385705E,Hydrochlorothiazide_25mg,ITMN_9512HZ, 14:30:00,200,10/5/20
"Thorpe, Janice",S29155857D,Metformin_500mg,ITMN_6764XV, 15:30:00,30,10/7/20
"Baek, Thomas Pablo",S33770060Z,Metformin_500mg,ITMN_6764XV, 15:15:00,40,10/7/20
"Pannotayan, Meeso",S33503512N,Metformin_500mg,ITMN_6764XV, 16:00:00,40,10/8/20
"Takahashi, Vivian",S61815535O,Metformin_500mg,ITMN_6764XV, 14:00:00,40,10/8/20
"Berg, Christine",S14023814B,Metformin_500mg,ITMN_6764XV, 09:00:00,40,10/8/20
"Fox, Lisa",S73915076K,Metformin_500mg,ITMN_6764XV, 15:30:00,200,10/9/20
"Plum, Menoog",S49927514J,Metformin_500mg,ITMN_6764XV, 14:45:00,30,10/9/20
"Desseaux, Christine",S20909370C,Metformin_500mg,ITMN_6764XV, 13:45:00,30,10/11/20
"Lubthisophon, Kevin",S36173664D,Metformin_500mg,ITMN_6764XV, 11:45:00,200,10/11/20
"Quinn, Vincent",S94093723A,Metformin_500mg,ITMN_6764XV, 13:45:00,30,10/11/20
"Ros, Rebecca",S93394226Y,Metformin_500mg,ITMN_6764XV, 15:45:00,30,10/12/20
"Kumagai, Shannon",S06570058Q,Metformin_500mg,ITMN_6764XV, 09:15:00,100,10/12/20
"Doung, Kyle",S85430951K,Metformin_500mg,ITMN_6764XV, 14:30:00,200,10/12/20
"Konishi, Sarah",S66180642K,Metformin_500mg,ITMN_6764XV, 15:15:00,100,10/13/20
"Bonthron, Jelani",S57220423P,Metformin_500mg,ITMN_6764XV, 14:00:00,40,10/13/20
"Lam, Stephanie",S81583094W,Metformin_500mg,ITMN_6764XV, 09:45:00,100,10/14/20
"Chen, Eun",S13571469M,Metformin_500mg,ITMN_6764XV, 11:30:00,50,10/14/20
"Nguyen, Ireland",S28200804Z,Metformin_500mg,ITMN_6764XV, 16:15:00,100,10/15/20
"Floyd, Kathy",S35082543C,Metformin_500mg,ITMN_6764XV, 10:45:00,50,10/15/20
"Thach, Timothy",S04423100X,Metformin_500mg,ITMN_6764XV, 10:30:00,200,10/17/20
"Davis, Kari",S89523486N,Metformin_500mg,ITMN_6764XV, 10:45:00,200,10/17/20
"Uyeda, Tyler",S13944896E,Metformin_500mg,ITMN_6764XV, 12:30:00,40,10/18/20
"Long, Huy",S61301736B,Metformin_500mg,ITMN_6764XV, 16:00:00,40,10/18/20
"Myagmarsuren, Joshua",S30108811T,Metformin_500mg,ITMN_6764XV, 12:45:00,30,10/18/20
"Gottlieb, Iris",S88408141N,Metformin_500mg,ITMN_6764XV, 12:15:00,30,10/19/20
"Huang, Phuc Danny",S78185156K,Metformin_500mg,ITMN_6764XV, 14:30:00,30,10/19/20
"Edwards-Som, Maivy",S95062998L,Metformin_500mg,ITMN_6764XV, 13:30:00,40,10/19/20
"Yamashita, Travis",S51862731B,Metformin_500mg,ITMN_6764XV, 14:00:00,30,10/19/20
"Her, Jennifer",S43460716E,Metformin_500mg,ITMN_6764XV, 13:00:00,200,10/20/20
"Nguyen, Samuel",S09935046Y,Metformin_500mg,ITMN_6764XV, 12:30:00,30,10/20/20
"Daniels, Brandon",S07160593T,Metformin_500mg,ITMN_6764XV, 09:15:00,50,10/20/20
"Ha, Arushi",S31973309O,Metformin_500mg,ITMN_6764XV, 16:30:00,30,10/20/20
"Batorgil, Jie",S70620062A,Metformin_500mg,ITMN_6764XV, 12:00:00,30,10/21/20
"Asakawa, Jennifer",S33380771F,Metformin_500mg,ITMN_6764XV, 10:00:00,30,10/21/20
"Nguyen, Rena",S87379599N,Metformin_500mg,ITMN_6764XV, 16:00:00,50,10/21/20
"Bhagria, Christine",S87903918R,Metformin_500mg,ITMN_6764XV, 12:45:00,200,10/22/20
"Murrish, Sloan",S09402249D,Metformin_500mg,ITMN_6764XV, 12:30:00,100,10/22/20
"Li, Tyler",S73639672H,Metformin_500mg,ITMN_6764XV, 14:00:00,30,10/22/20
"Jivan, Geny",S66484578W,Metformin_500mg,ITMN_6764XV, 12:00:00,200,10/23/20
"Barman, Tuyet",S48370600H,Metformin_500mg,ITMN_6764XV, 16:15:00,50,10/24/20
"Khatanbaatar, Kenny",S41920649S,Metformin_500mg,ITMN_6764XV, 10:15:00,200,10/24/20
"Sounakhene, Emily",S03864750D,Metformin_500mg,ITMN_6764XV, 10:15:00,200,10/25/20
"Tran, Hanlu",S99024798K,Metformin_500mg,ITMN_6764XV, 15:00:00,200,10/25/20
"Meng, Valetty",S13223112E,Metformin_850mg,ITMN_2578SY, 13:30:00,100,9/27/20
"Tran, Sylvia",S96705903D,Metformin_850mg,ITMN_2578SY, 14:30:00,100,9/27/20
"Le, Lucy",S73774584Z,Metformin_850mg,ITMN_2578SY, 10:30:00,40,9/27/20
"Rettig, Justin",S07523514V,Metformin_850mg,ITMN_2578SY, 15:30:00,40,9/27/20
"Nguyen, Nathan",S16878791A,Metformin_850mg,ITMN_2578SY, 14:45:00,50,9/28/20
"Pan, Irfan",S55495048T,Metformin_850mg,ITMN_2578SY, 10:45:00,40,9/28/20
"Doan, Allie",S34236193K,Metformin_850mg,ITMN_2578SY, 10:15:00,40,9/28/20
"Vang, Andrew",S46447012X,Metformin_850mg,ITMN_2578SY, 14:30:00,40,9/29/20
"Teeter, Shalil",S82765765I,Metformin_850mg,ITMN_2578SY, 14:30:00,30,9/29/20
"Prout, Rose",S77571186D,Metformin_850mg,ITMN_2578SY, 12:00:00,100,9/30/20
"Bhat, Daniel",S41154105N,Metformin_850mg,ITMN_2578SY, 13:15:00,100,9/30/20
"Gurung, Angelique",S92096030T,Metformin_850mg,ITMN_2578SY, 09:00:00,40,9/30/20
"Khanna, Alexander",S93748094S,Metformin_850mg,ITMN_2578SY, 11:30:00,100,9/30/20
"Ellison, Lariza",S93321999B,Metformin_850mg,ITMN_2578SY, 09:00:00,50,10/1/20
"Nudell, Lianne",S12842143D,Metformin_850mg,ITMN_2578SY, 12:00:00,30,10/1/20
"Vargas, Kendra",S31042277Q,Metformin_850mg,ITMN_2578SY, 16:45:00,100,10/2/20
"O'Connor, Andrew",S13500021V,Metformin_850mg,ITMN_2578SY, 10:30:00,100,10/2/20
"Nobrega, Serena",S40049696P,Metformin_850mg,ITMN_2578SY, 14:45:00,200,10/2/20
"Nghiem, Madison",S78332841D,Metformin_850mg,ITMN_2578SY, 10:15:00,200,10/3/20
"Shin, Tiffany",S71046548N,Metformin_850mg,ITMN_2578SY, 14:30:00,30,10/3/20
"Thompson, Kevin",S77625910D,Metformin_850mg,ITMN_2578SY, 16:00:00,50,10/3/20
"Mcredmond, Meera",S69840006N,Metformin_850mg,ITMN_2578SY, 16:15:00,100,10/3/20
"Pohl, Cybill",S02371265L,Metformin_850mg,ITMN_2578SY, 10:15:00,50,10/3/20
"Li, Emma",S33209611C,Metformin_850mg,ITMN_2578SY, 14:45:00,50,10/4/20
"Josiah, Shannon",S50732052R,Metformin_850mg,ITMN_2578SY, 09:30:00,50,10/4/20
"Pasupuleti, Kristen",S75885174A,Metformin_850mg,ITMN_2578SY, 13:45:00,200,10/5/20
"Gustafson, Kya",S33710774T,Metformin_850mg,ITMN_2578SY, 15:45:00,100,10/6/20
"Lor, Aimee",S30947949U,Metformin_850mg,ITMN_2578SY, 12:15:00,40,10/7/20
"Joh, Ji Young",S25802001G,Metformin_850mg,ITMN_2578SY, 09:00:00,50,10/7/20
"Ponce, Aimee",S35293921J,Metformin_850mg,ITMN_2578SY, 11:30:00,40,10/7/20
"Tekumalla, Sandy",S21399002P,Metformin_850mg,ITMN_2578SY, 13:30:00,50,10/7/20
"Matau, Abigail",S14898075R,Metformin_850mg,ITMN_2578SY, 11:45:00,40,10/7/20
